idx,category,arabic,definition,difficulty,discrimination
43,Animals (Real or Toy),جرو.ف,puppy,-2.3935122193251264,1.6835961019901253
44,Animals (Real or Toy),الغراب.ف,crow,-2.3584431713151113,1.7336766248060516
45,Animals (Real or Toy),طائر.ف,bird,-1.1388168497267466,1.8217596640448828
46,Toys,كرة.ف,ball,1.8595887562677726,2.4671901828191203
47,Toys,مشاية.ف,walker,-0.697453442146225,1.5570440436165163
48,Toys,قلم.ف,pen,1.0736201994729557,3.5939487081996333
49,Toys,مقص.ف,scissors,-0.48711891578550875,2.722653232801029
50,Toys,كتاب.ف,book,0.6709801357490962,3.3549952015426863
51,Toys,غراء.ف,glue,-1.9531314074741555,1.9911560452586372
52,Toys,كرتون.ف,cartoon.character,-0.6573342941523724,1.61554846649786
53,Toys,صلصال.ف,playdough,-1.602667559775614,2.117566999738238
54,Toys,بالونة.ف,balloon,1.1080863737972144,2.8833496366825453
55,Toys,فقاعات.ف,bubbles,-0.9807349885683297,2.0847339239901457
56,Toys,مكعبات.ف,blocks,-0.1207719989553752,1.8008485411135142
57,Toys,لعبة.ف,toy,0.5042748346170678,2.7293546238202167
58,Toys,طباشير.ف,chalks,-2.2624085061041947,1.9679260221043537
59,Toys,تلاوين.ف,colors,-0.17615612590032545,2.5018531995368027
60,Toys,عروسة.ف,doll,0.23732152986335886,2.4347427261346426
61,Toys,رصاص.ف,pencil,-1.115250057799846,2.127281690472746
62,Toys,هدية.ف,gift,-1.24511382035333,2.1715898305691432
63,Toys,قصة.ف,story,-0.9927956630072207,1.9684030005058952
64,Toys,سكوتر.ف,scooter.1,-1.5779922644942124,1.7521248471314512
65,Toys,بلاي.ستيشن.ف,playstation,-0.8766969289777874,1.6660868829402704
66,Toys,مصاصة.ف,pacifier.1,-0.058565258664347156,1.9508181922245034
67,Toys,العاب.ف,toys,0.4199236141572013,3.0882290289583856
68,Toys,صندوق.ف,toy.box,-0.9177510366401761,2.319378778160131
69,Vehicles (Real or Toy),السيارة.ف,car,2.0731312704559683,3.0030143521033166
70,Vehicles (Real or Toy),طيارة.ف,airplane,-0.042233426492017605,2.637114237763207
71,Vehicles (Real or Toy),القطار.ف,train,-1.618660339034524,1.8975946899887233
72,Vehicles (Real or Toy),هيلوكوبيتر.ف,helicopter,-2.493167239232888,1.6988825116756572
73,Vehicles (Real or Toy),سيكل.ف,bicycle,0.026271034742800577,2.445269516937892
74,Vehicles (Real or Toy),موتور.ف,motorcycle,-1.5571437771149703,2.0619429483013714
75,Vehicles (Real or Toy),اسعاف.ف,ambulance,-2.5672650471447866,2.3966451232990607
76,Vehicles (Real or Toy),مطافي.ف,firetruck,-2.8210708269303195,1.9727119629954697
77,Vehicles (Real or Toy),عربية.ف,stroller,-0.3479482831806832,1.6366087890204983
78,Vehicles (Real or Toy),تكسي.ف,taxi,-2.5155370425552372,2.1177955787451648
79,Vehicles (Real or Toy),السكوتر.ف,scooter.2,-1.6842351543081635,1.8604395455351002
80,Food and Drink,تمر.ف,dates,0.4162516783343769,2.58177535140775
81,Food and Drink,توست.ف,toast,-1.0584327974325212,1.9096370341566036
82,Food and Drink,سمك.ف,fish.food,-0.929104971882393,2.3901733834440844
83,Food and Drink,بسكوت.ف,biscuit,1.9446878933961451,2.9217076823292625
84,Food and Drink,حليب.ف,milk,1.8475969781427477,3.140374799522497
85,Food and Drink,حلاوة.ف,candy,2.1498236748151283,3.3896907606518285
86,Food and Drink,سلطة.ف,salad,-1.2683830766450166,2.710184646388901
87,Food and Drink,جيلي.ف,gello,-1.658570902208738,2.2815268573224605
88,Food and Drink,حلاوة.مصاص.ف,lollipop,0.7938416866689936,2.5314940916807034
89,Food and Drink,شوربة.ف,soup,-0.6107796487277146,3.189154881798892
90,Food and Drink,شوكلاته.ف,chocolate,1.0344195912333478,3.2444649815129836
91,Food and Drink,جبنة.ف,cheese,-0.10527310172073241,3.1604956351311757
92,Food and Drink,فستق.ف,pistachio,-3.031570844908901,3.006549889116861
93,Food and Drink,الاكل.ف,food,0.8704729119638137,2.3140808324771793
94,Food and Drink,خيار.ف,cucumber,-0.24698010008467094,2.8519929296689646
95,Food and Drink,لوز.ف,almonds,-3.037388556571263,3.2208192664490025
96,Food and Drink,رز.ف,rice,0.9755242345609089,3.535143790003409
97,Food and Drink,جزر.ف,carrot,-0.9038176494514193,2.8592720095559305
98,Food and Drink,رايب.ف,buttermilk,-0.5835081318588327,2.3483307009206995
99,Food and Drink,سكر.ف,sugar,-1.3306874613528117,3.372134023577588
100,Food and Drink,حلويات.ف,candies,-0.15825039245178407,3.4396475880586337
101,Food and Drink,تفاح.ف,apple,0.4144284653595222,3.274670918465057
102,Food and Drink,شابورة.ف,rusk,-2.1336272035973365,3.18317540737561
103,Food and Drink,دوا.ف,medicine,0.5525785210996496,3.6981099713807533
104,Food and Drink,هامبورجر.ف,hamburger,-2.233401535428941,2.757875647669651
105,Food and Drink,موز.ف,banana,0.4031941184346146,3.4277267339998714
106,Food and Drink,بطاطس.ف,potato,0.22751375976167634,3.5703235155124795
107,Food and Drink,بطيخ.ف,watermelon,-0.24284564249083795,3.1950026372552127
108,Food and Drink,عصير.ف,juice,0.24104074223550256,2.840411597101971
109,Food and Drink,برتقال.ف,orange.food,0.003213222579406036,3.0364901297857125
110,Food and Drink,عسل.ف,honey,-1.0146607807669843,2.5393586033414883
111,Food and Drink,ماء.ف,water,0.9554791835351256,1.880394437251603
112,Food and Drink,ثلج.ف,ice,-1.3484462667648176,2.87639652639137
113,Food and Drink,زيت.ف,oil,-2.190996101488571,2.8709359571937405
114,Food and Drink,كمثري.ف,pears,-2.2068305720606016,2.540749934925202
115,Food and Drink,خس.ف,lettuce,-2.3528496775275127,2.5024838248285497
116,Food and Drink,بانكيك.ف,pancake,-2.504252797828879,2.257412489184611
117,Food and Drink,يوسفي.ف,tangerine,-2.434869659632821,2.8198502445487503
118,Food and Drink,بيض.ف,eggs,-0.15848477408876677,3.455058593235357
119,Food and Drink,دجاج.ف,chicken.food,-0.8251123070866173,2.839152933600194
120,Food and Drink,بيبسي.ف,pepsi,-0.5894547038076604,2.6824434143913334
121,Food and Drink,كيك.ف,cake,0.08587129011992373,2.994504824791272
122,Food and Drink,رضاعة.ف,feeding.bottle,0.5699163181234764,1.6537986024149116
123,Food and Drink,ايسكريم.ف,ice.cream,0.2919585099400755,3.7455678628945677
124,Food and Drink,خبز.ف,bread,-0.028100184031467593,3.392014425244175
125,Food and Drink,ليمون.ف,lemon,-1.069057139618143,2.8414223678245825
126,Food and Drink,زبادي.ف,yogurt,0.8147373404599818,2.622259383813806
127,Food and Drink,بطاطس.مقلي.ف,fries,0.5552002288641893,3.3748278472946933
128,Food and Drink,فاكهة.ف,fruit,-2.2229867918387494,2.4247270634545246
129,Food and Drink,سيريلاك.ف,cerelac,-1.0246354003968228,1.744776122774609
130,Clothing,ثوب.ف,thoub,-0.032409306515037095,2.5960384483487724
131,Clothing,قبعة.ف,cap,-0.8164250878145177,2.4180485729813515
132,Clothing,فستان.ف,dress,-0.22967380557903883,2.377523723843786
133,Clothing,طاقية.ف,taqiyah,-1.2682795600602395,2.769658504572766
134,Clothing,بيجامة.ف,pajamas,-0.56938850441016,3.0103262577675074
135,Clothing,بنطلون.ف,pants,0.09615710350233189,2.958355576692292
136,Clothing,جزمة.ف,shoes,1.103696805284969,2.957455724350527
137,Clothing,مريلة.ف,apron,-2.2319411856121385,2.2997415575216644
138,Clothing,جورب.ف,socks,0.1836432980618894,3.23763002788791
139,Clothing,فلينة.ف,undershirt,-0.877738525682933,2.8549000557581885
140,Clothing,مداس.ف,slipper,-0.7429746044754968,2.381325850735905
141,Clothing,عقد.ف,necklace,-1.3702182297453194,2.7919372174177175
142,Clothing,صندل.ف,sandal,-0.9598106593120879,2.6538404613641826
143,Clothing,نظارة.ف,glasses,0.1588602946187377,2.8236777653471687
144,Clothing,طوق.ف,headband,-1.2774122234620184,2.5753230691558135
145,Clothing,كوفلة.ف,swaddle,-2.818490035113229,2.3577471563171333
146,Clothing,سحاب.ف,zipper,-2.4546395716013114,2.624812756351348
147,Clothing,بربتوز.ف,baby.bodysuit,-1.851107706903616,2.064871497874688
148,Clothing,حفاضة.ف,diapers,1.534856266884419,2.996243682429953
149,Clothing,سروال.ف,underpants,-0.8445211013526923,2.9818274927146056
150,Clothing,طربوش.ف,tarboosh,-2.060261919272934,2.188920151969149
151,Clothing,سروال.ت.ف,long.sirwal,-0.3081394574077051,2.9226730657769973
152,Clothing,عباية.ف,abaya,0.7873428821816438,2.933121920806968
153,Body Parts,عين.ف,eye,1.7495847371314142,4.66615913595005
154,Body Parts,وش.ف,face,-0.028763284822228587,3.3286858799545738
155,Body Parts,فم.ف,mouth,1.6712399957497404,4.590866188686089
156,Body Parts,خشم.ف,nose,0.90333207503969,3.1896090784557414
157,Body Parts,اصبع.ف,finger,-0.42745216658996055,2.908480084384982
158,Body Parts,مؤخرة.ف,butt,-1.5421691682051364,3.118694537040198
159,Body Parts,اذن.ف,ear,0.5529135952012224,3.4641970968713447
160,Body Parts,يد.ف,hand,1.253537223479696,3.7894524457836662
161,Body Parts,شعر.ف,hair,1.4867515215716691,4.067228009055598
162,Body Parts,رجل.ف,leg.1,0.7936471192274072,3.9947555195283972
163,Body Parts,اسنان.ف,teeth,0.0032410529150632985,4.253334976809816
164,Body Parts,راس.ف,head,0.4348609591162061,4.3720631918468476
165,Body Parts,خد.ف,cheeck,-0.8385212932709485,2.754730947596151
166,Body Parts,لسان.ف,tongue,-0.4954615347486476,3.3676346137253197
167,Body Parts,سرةبطن.ف,belly.button,-3.4294873068339173,3.671980340493255
168,Body Parts,ذقن.ف,chin,-2.2252128041274006,2.864794721979426
169,Body Parts,كف.ف,palm,-2.453312761566037,3.110781979701445
170,Body Parts,كتف.ف,shoulder,-2.3905386451242454,2.690810994294605
171,Body Parts,شفاه.ف,lips,-1.8852330968106292,3.0833469570492813
172,Body Parts,صدر.ف,chest,-1.9753306815543101,3.194213108444738
173,Body Parts,جبين.ف,forehead,-3.5582128853758332,4.018598392354856
174,Body Parts,ابط.ف,underarm,-2.822978931901406,2.942058077935194
175,Body Parts,بطن.ف,belly,-0.23366594703116006,3.771381457340271
176,Small Household Items,لحاف.ف,blanket,0.9358027046491961,3.773755412487548
177,Small Household Items,شوكة.ف,fork,-0.7812598881935412,4.247019578985032
178,Small Household Items,محرمة.ف,towel,0.16134685302036128,3.9915281696658673
179,Small Household Items,سلة.ف,basket,-1.5879317103717583,3.1166510114086194
180,Small Household Items,زبالة.ف,trash.can,1.0213866788538979,5.233912210948946
181,Small Household Items,كأس.ف,glass.to.drink,0.7900189684698234,3.7734428342800768
182,Small Household Items,ضوء.ف,lamp.light,0.6357311540834921,3.803809974755635
183,Small Household Items,مخدة.ف,pillow,0.9445115163527353,3.9034057406519893
184,Small Household Items,فرشةسن.ف,tooth.brush,-0.27064798943495627,3.2797924569919097
185,Small Household Items,فرشةشعر.ف,hair.brush,-0.4924069771964018,2.628527192604898
186,Small Household Items,تلفزيون.ف,television,1.3702490241029546,3.7116862572199514
187,Small Household Items,مشط.ف,comb,1.060126824372152,3.240141735124185
188,Small Household Items,فيديو.ف,video,-2.746293546008469,3.0916501013414557
189,Small Household Items,حقيبة.ف,bag,0.3637405402134178,4.2211008234467595
190,Small Household Items,صينية.ف,tray,-2.0645738600169827,3.293174022176528
191,Small Household Items,مكوى.ف,iron,-0.5468971165266916,3.841442906753715
192,Small Household Items,صابون.ف,soap,0.4775399761890021,4.769080989801183
193,Small Household Items,هاتف.ف,telephone,0.6181659519691651,2.7254151446698365
194,Small Household Items,نقود.ف,money,0.08241339226567652,3.6594027225962478
195,Small Household Items,كبريت.ف,matches,-2.2786065313130908,3.307960362257874
196,Small Household Items,صحن.ف,plate,0.8918239416815594,4.237304091333289
197,Small Household Items,منديل.ف,tissue,1.4423775597695974,3.500458117703796
198,Small Household Items,شمعة.ف,candle,-2.0566183306414674,2.9836271526277973
199,Small Household Items,كوب.ف,mug,0.3607304101252451,3.11093259210998
200,Small Household Items,ورقة.ف,paper,-0.5711082030375894,3.9544828306484523
201,Small Household Items,حلاقة.ف,shaver,-3.1609214959414156,3.1272129796957753
202,Small Household Items,فنجان.ف,cup,-0.6215697543972633,2.9028794228418917
203,Small Household Items,مفتاح.ف,key,0.7137364775968639,3.6445093764296193
204,Small Household Items,سشوار.ف,hair.dryer,-0.6356740073911528,3.1793564042435514
205,Small Household Items,لهاية.ف,pacifier.2,-0.9705482717772737,1.8484813777340803
206,Small Household Items,ريموت.ف,remote.control,0.5582857319085314,2.7819625848892513
207,Small Household Items,معلقة.ف,spoon,1.0993744676091721,3.459234194529263
208,Small Household Items,ممسحة.ف,floor.wiper,-1.6406816607684325,3.48396804329725
209,Small Household Items,مطرقة.ف,hammer,-2.6440534103068307,2.490734871388627
210,Small Household Items,مقشة.ف,broom,-0.6442717087929114,3.672155537690038
211,Small Household Items,تحفة.ف,decorative.accent,-3.27397487232981,3.4736667779918906
212,Small Household Items,طاوة.ف,frying.pan,-2.927563949835178,2.6210743280974302
213,Small Household Items,ساعةح.ف,clock,-0.44464267251290496,3.393607305372028
214,Small Household Items,كيس.ف,carry.bag,-0.6147318349647074,3.6558502604545895
215,Small Household Items,قارورة.ف,glass.bottle,-1.7222635659804422,3.658439606224111
216,Small Household Items,عطر.ف,perfume,-0.13204771455237294,3.433844912613783
217,Small Household Items,قدر.ف,pot,-1.4767298775288364,3.220483419914644
218,Small Household Items,محفظة.ف,wallet,-1.7813101045110298,3.4491819648177633
219,Small Household Items,جوال.ف,phone,1.8281530805471573,3.7577171099385063
220,Small Household Items,روج.ف,lipstick,-0.4157292398386498,3.568342279543334
221,Small Household Items,مرتبة.ف,mattress,-2.2006151844877184,3.116883464303418
222,Furniture and Rooms,حمام.ف,bathroom,2.34769448377449,3.7113676753494222
223,Furniture and Rooms,بانيو.ف,bathtub,-0.6252480822151201,2.9414811380605688
224,Furniture and Rooms,بوتجاز.ف,cooker,-1.7512589091410247,2.5958634077013683
225,Furniture and Rooms,كمودينو.ف,side.table,-2.7699216677448755,2.736633400581665
226,Furniture and Rooms,مغسلة.ف,sink,-0.4680380274239386,3.3511870625197733
227,Furniture and Rooms,ثلاجة.ف,fridge,0.7398371530594671,4.41317550763137
228,Furniture and Rooms,مكنسة.ف,vacuum.machine,0.014749977732433486,3.0174262841685446
229,Furniture and Rooms,غرفة.نوم.ف,bedroom,-0.09269016369083287,3.3190743922239703
230,Furniture and Rooms,درج.ف,drawer,-0.7846368691618358,3.6658588695007595
231,Furniture and Rooms,مروحة.ف,fan,-1.2463167685782541,3.253679467579464
232,Furniture and Rooms,سرير.ف,bed,1.003800659111076,3.603053723134619
233,Furniture and Rooms,دش.ف,shower,-1.5323863175044161,2.507427556359589
234,Furniture and Rooms,مراية.ف,mirror,-0.6235886027797861,4.686064140653132
235,Furniture and Rooms,كرسي.ف,chair,0.1845010374206842,3.253300048683745
236,Furniture and Rooms,كمبيوتر.ف,computer,-0.16634545534371492,3.065119422191235
237,Furniture and Rooms,معيشة.ف,living.room,-1.6176935673084885,3.056673848265207
238,Furniture and Rooms,سفرة.ف,dining.room,-2.1565674618876858,2.7067960774542312
239,Furniture and Rooms,دولاب.ف,closet,-0.20300269876550991,3.665416336705768
240,Furniture and Rooms,باب.ف,door,1.428257358922147,3.1137302074634245
241,Furniture and Rooms,طاقة.ف,window,-0.24759562718091946,4.15418502177616
242,Furniture and Rooms,مطبخ.ف,kitchen,0.7167703694209402,3.9811454233929306
243,Furniture and Rooms,كنبة.ف,coach,-1.091753579784445,3.1132601815486964
244,Furniture and Rooms,سلالم.ف,stairs,-0.9661359941556695,2.848017525075227
245,Furniture and Rooms,هندول.ف,crib,-2.161676585292658,2.227754180355823
246,Furniture and Rooms,سسفرة.ف,plastic.sheets,-0.5613900850392329,3.063519278640654
247,Furniture and Rooms,غرفةلعب.ف,playroom,-1.6604782428905198,3.0961792154795362
248,Furniture and Rooms,كرسيطفل.ف,high.chair,-1.0807613245525842,2.6264970850557794
249,Furniture and Rooms,سجادة.ف,mat,-0.5907215300818015,3.110227516758839
250,Furniture and Rooms,سقف.ف,roof,-2.4929735771366053,2.622106827106626
251,Outside Things,حوش.ف,backyard,-0.49169265202970164,2.2762088406905128
252,Outside Things,وردة.ف,flower,-0.7662518219270176,2.9699754248079473
253,Outside Things,حديقة.ف,zoo,-1.5938746248138924,2.4761480930024296
254,Outside Things,شجرة.ف,tree,-1.0764293659581197,2.740001399966092
255,Outside Things,سلم.ف,ladder,-2.393621156766833,2.697004299373906
256,Outside Things,نخلة.ف,palm.tree,-2.4884020554391557,3.011720128266603
257,Outside Things,مسبح.ف,swimming.pool,-1.1531171691882052,2.4809368481648364
258,Outside Things,نجمة.ف,star,-2.67208005934338,3.0370679562757696
259,Outside Things,مرجيحة.ف,swing.noun,-0.6654752685757251,2.970398216228355
260,Outside Things,مطر.ف,rain,-1.2185102645589136,3.2592700245846173
261,Outside Things,عصاية.ف,stick,-1.0088103391576626,3.0269138251303405
262,Outside Things,بيت.ف,house,0.25437219575607367,3.355909995849594
263,Outside Things,خيمة.ف,tent,-2.6078264999175644,2.5000189996649183
264,Outside Things,شغل.ف,work.noun,-1.9690234994632092,3.0299362324215484
265,Outside Things,جدار.ف,wall,-1.6788864452103482,2.8959112984883326
266,Outside Things,جبل.ف,mountain,-2.4937645351275846,2.856972724415031
267,Outside Things,ملاهي.ف,theme.park,-0.5512683710166576,3.24732693508101
268,People,ماما.ف,mama,2.4594953262897925,1.7853506312181784
269,People,حرمة.ف,woman,-1.25529043790551,3.0914555008002584
270,People,خالة.ف,aunt.maternal,-0.25954629852370126,2.8874172243144907
271,People,بابا.ف,papa,2.4232736517232523,1.7004405405780256
272,People,رجال.ف,man,-1.0511170022763723,3.613678987024637
273,People,جد.ف,grandfather,0.6290405982960119,2.268554641338652
274,People,شغالة.ف,domestic.worker,-0.16768996694163102,1.7549774923197348
275,People,جدة.ف,grandmother,0.8069239115255221,1.799522665943771
276,People,نونو.ف,baby,1.4245468327119861,2.431324913545264
277,People,اخت.ف,sister,-1.0467508444099631,2.3168783179825647
278,People,ولد.ف,boy,-0.4023788296166439,3.5712047699797473
279,People,ناس.ف,people,-1.7118804994397756,3.055327334673849
280,People,اخ.ف,brother,-1.1737364801878407,2.2870161506528994
281,People,بنت.ف,girl,-0.30078877840025137,3.3987883872365097
282,People,عم.ف,uncle.paternal,-0.6154782118070646,2.969303835747843
283,People,عمة.ف,aunt.paternal,-0.5412961521070827,2.6654408594662007
284,People,اسم.طفل.ف,baby.own.name,-0.17610735884897477,1.7822446967224659
285,People,اطفال.ف,children,-1.1487602445261207,2.4600852189968876
286,People,خال.ف,uncle.maternal,-0.7736220675169653,2.63149883329134
287,People,ممرضة.ف,nurse,-2.4275694698364467,2.1603755050519142
288,Games and Routines,الصلاة.ف,prayer,1.291480497852847,2.5140997732367896
289,Games and Routines,تصبح.ف,good.night,-1.5347609662994524,2.764547340273111
290,Games and Routines,بوسة.ف,kiss.noun,1.5793411199931275,1.9660703942968312
291,Games and Routines,الاذان.ف,call.for.prayer,0.030734551083702034,2.535781080548574
292,Games and Routines,لا.تسوي.ف,do.not.do,0.6335492280370204,2.0558132122433936
293,Games and Routines,غدا.ف,lunch,-0.9925242141857227,3.09038469020109
294,Games and Routines,ياللا.ف,lets.go,1.2276927731120084,1.8169291399243688
295,Games and Routines,نروح.السوق.ف,we.go.shopping,-0.6533762096274695,3.762240474854503
296,Games and Routines,عشا.ف,dinner,-1.1188813013400554,3.1852736292698487
297,Games and Routines,كفك.ف,give.me.five,-1.022106881817621,1.7845598493882997
298,Games and Routines,العنكبوت.نونو.ف,incy.wincy.spider,-2.2962385521887567,1.8796644263532574
299,Games and Routines,صفقة.ف,clap.noun,-0.087845768629001,1.5520687089229028
300,Games and Routines,سامسك.بك.ف,gonna.get.you,-0.4328907755726614,2.5861576450561716
301,Games and Routines,نام.ف,nap,-1.40736315535159,1.9521983751162186
302,Games and Routines,اهلا.ف,hi,-0.8346991308204047,1.993541358869753
303,Games and Routines,اروح.الحمام.ف,go.potty,0.7737702182698573,2.6962794835921917
304,Games and Routines,مرحبا.ف,marhaba,-1.7881357618357734,2.483186883337841
305,Games and Routines,استني.ف,wait.imperative,-0.41564218436405687,3.131065461812593
306,Games and Routines,ياللنوم.ف,time.to.sleep,1.072512493196843,2.8010642866951345
307,Games and Routines,بسم.الله.ف,in.the.name.of.allah,0.35942872423046235,3.5373130307156617
308,Games and Routines,واء.ف,peekaboo,-1.6465773686379768,1.6989513262902458
309,Games and Routines,الو.ف,hello.on.phone,0.2126280561169559,1.7879324810674944
310,Games and Routines,ترويش.ف,taking.shower,1.0476074947412575,3.2436897521059604
311,Games and Routines,اعطيني.ف,give.me,1.0661556499839528,1.974042033113051
312,Games and Routines,الله.اكبر.ف,allah.is.the.greatest,0.11398208121202687,2.209788280933794
313,Games and Routines,اهدأ.ف,calm.down,-1.9676105962057204,2.5811735148961428
314,Games and Routines,باي.باي.ف,bye.bye,1.5754923734388018,1.980747492937305
315,Games and Routines,زغروطة.ف,ululation,-1.1737255708279828,1.5671362871714347
316,Games and Routines,ايوا.ف,yes,0.687909503938844,3.213127781292352
317,Games and Routines,غميضة.ف,hide.and.seek,-1.0372929088089229,2.0847387528695243
318,Games and Routines,دوها.يا.دوها.ف,a.lullaby,-0.17260096188555327,1.574976735465114
319,Games and Routines,يتصل.ف,call.on.phone.1,-0.8650523075224607,2.27548169570459
320,Games and Routines,لا.ف,no,1.0594426940056954,1.8700139974173766
321,Games and Routines,البارحة.ف,last.night,-2.9648547459161336,3.1418466153849773
322,Action words,ينام.ف,sleep,1.4501131287101292,2.741969990205193
323,Action words,يعطي.ف,give,0.4653902140577192,2.335759059944824
324,Action words,ينظف.ف,clean.verb,-0.18951809224256042,2.9672391688733395
325,Action words,يريد.ف,want.2,0.5245450324783578,3.3381327710103847
326,Action words,يتخبط.ف,get.hit,-0.7781419337417074,3.0661854025959885
327,Action words,يمسح.ف,wipe,-0.02579210136133491,3.985366038731707
328,Action words,يعض.ف,bite,0.1760883173223261,2.2305799594593747
329,Action words,يجيب.ف,bring,0.025776090609837883,3.510157010181182
330,Action words,يوقظ.ف,wakeup,-0.07280142764055501,2.7826578781564035
331,Action words,يبوس.ف,kiss.verb,1.2706835709357414,2.3330186848460626
332,Action words,يجري.ف,run,0.14813612938183432,4.036238015021488
333,Action words,يقفز.ف,jump,-0.3677374539651049,3.6806602695114785
334,Action words,يصفق.ف,clap.verb,0.7838165430723821,1.9193858236805845
335,Action words,يغسل.ف,wash,-0.4150084276182985,3.776798661421351
336,Action words,يلعب.ف,play,1.2197877534592134,3.279769372127154
337,Action words,يطلع.ف,go.out,-1.5102751206376714,3.3536445696566752
338,Action words,يصب.ف,pour,-0.6146548165361935,2.9605293597721936
339,Action words,ينشف.ف,dry.verb,-0.8966526574441767,2.896982239268802
340,Action words,يحضن.ف,hug,0.20704735519885903,2.450423788578627
341,Action words,يأكل.ف,eat,1.5451156425929433,2.6337817463811213
342,Action words,يقيس.ف,measure,-2.4960511407265438,2.309464263096397
343,Action words,يغني.ف,sing,0.029999978834752493,2.5205671443782665
344,Action words,يتكلم.ف,speak,0.1617515626692675,2.6986021289281097
345,Action words,يسمع.ف,hear,-0.2786940040270848,2.71367381078629
346,Action words,يكنس.ف,sweep,0.009562453349637793,2.8462816116231773
347,Action words,يرقص.ف,dance,0.8621539581298645,2.2829760440575164
348,Action words,يسكب.ف,spill,-0.3479681551631326,3.5630482310950535
349,Action words,يحضر.ف,come.present,-0.6770473235177762,2.844097412706879
350,Action words,يختار.ف,choose,-1.2261592620415631,2.3000911731203377
351,Action words,يشارك.ف,share,-1.6372344529170069,2.4320210218714444
352,Action words,يلعق.ف,lick,-0.9941464661799806,3.1002662469608353
